"crop_number","SPAM_short_name","SPAM_super","SPAM_full_name","FAONAMES","FAO_item_code_NFB","FAO_item_code","GROUP","product_description_FAOSTAT","non_food"
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,395,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,396,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,397,"vegetables","Cucumbers and gherkins",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,398,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,399,"vegetables","Eggplants",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,400,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2602,402,"vegetables","Onions, shallots (green)",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2602,403,"vegetables","Onions, dry",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,404,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,405,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2602,406,"vegetables","Garlic",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2602,407,"vegetables","Leeks and other alliaceous vegetables",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,408,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,409,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,410,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,411,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,412,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,413,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,414,"vegetables","Beans, green",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,415,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,416,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,417,"vegetables","Peas, green",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,418,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,419,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,420,"vegetables","Broad Beans, Green",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,421,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,422,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,423,"vegetables","String Beans",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,424,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,425,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,426,"vegetables","Carrot",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,427,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,428,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,429,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,430,"vegetables","Okra",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,431,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,432,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,433,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,434,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,435,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,436,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,437,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,438,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,439,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,440,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,441,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,442,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,443,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,444,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,445,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,446,"vegetables","Green Corn (Maize)",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,447,"vegetables","Sweet Corn, Frozen",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,448,"vegetables","Sweet Corn, Prepared or Preserved",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,449,"vegetables","Mushrooms",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,450,"vegetables","Dried Mushrooms",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,451,"vegetables","Canned Mushrooms",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,452,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,453,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,454,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,455,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,456,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,457,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,458,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,459,"vegetables","Chicory roots",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,460,"vegetables","Vegetable products, fresh or dry nes",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,461,"vegetables","Carobs",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",NA,462,"vegetables",NA,NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,463,"vegetables","Vegetables, Fresh n.e.s.",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,473,"vegetables","Vegetables, frozen",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,472,"vegetables","Vegetables, preserved nes",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,469,"vegetables","Vegetables, dehydrated",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,471,"vegetables","Vegetables in vinegar",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,475,"vegetables","Vegetables, preserved, frozen",NA
41,"vege","vege","vegetables","cabbages and other brassicas ++",2605,474,"vegetables","Vegetables, temporarily preserved",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,216,NA,"Brazil nuts",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,217,NA,"Cashew nuts",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,218,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,219,NA,NA,NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,220,NA,"Chestnuts",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,221,NA,"Almonds",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,222,NA,"Walnuts",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,223,NA,"Pistachios",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,224,NA,"Kolanuts",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,225,NA,"Hazelnuts (Filberts)",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,226,NA,"Areca nuts",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,227,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,228,NA,NA,NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,229,NA,"Brazil Nuts, Shelled",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,230,NA,"Cashew Nuts, Shelled",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,231,NA,"Almonds, Shelled",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,232,NA,"Walnuts, Shelled",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,233,NA,"Hazelnuts, Shelled",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,234,NA,"Nuts nes",NA
42.2,"tnut","tnut","treenuts","tree nuts",2551,235,NA,"Nuts, prepared (exc. Groundnuts)",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,677,NA,"Hops",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,678,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,679,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,680,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,681,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,682,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,683,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,684,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,685,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,686,NA,NA,NA
42.1,"spis","spis","spices","spices",2640,687,NA,"Pepper",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,688,NA,NA,NA
42.1,"spis","spis","spices","spices",2641,689,NA,"Pimento",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,690,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,691,NA,NA,NA
42.1,"spis","spis","spices","spices",2645,692,NA,"Vanilla",NA
42.1,"spis","spis","spices","spices",2645,693,NA,"Cinnamon (canella)",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,694,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,695,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,696,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,697,NA,NA,NA
42.1,"spis","spis","spices","spices",2642,698,NA,"Cloves",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,699,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,700,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,701,NA,NA,NA
42.1,"spis","spis","spices","spices",2645,702,NA,"Nutmeg, mace, cardamoms",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,703,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,704,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,705,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,706,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,707,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,708,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,709,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,710,NA,NA,NA
42.1,"spis","spis","spices","spices",2645,711,NA,"Anise, badian, fennel",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,712,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,713,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,714,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,715,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,716,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,717,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,718,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,719,NA,NA,NA
42.1,"spis","spis","spices","spices",2645,720,NA,"Ginger",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,721,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,722,NA,NA,NA
42.1,"spis","spis","spices","spices",2645,723,NA,"Spices nes",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,724,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,725,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,726,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,727,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,728,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,729,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,730,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,731,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,732,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,733,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,734,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,735,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,736,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,737,NA,"Oil of citronella",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,738,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,739,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,740,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,741,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,742,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,743,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,744,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,745,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,746,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,747,NA,NA,NA
42.1,"spis","spis","spices","spices",NA,748,NA,"Peppermint, Spearmint",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,749,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,750,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,751,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,752,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,753,NA,"Essential oils nes",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,754,NA,"Pyrethrum, dried flowers",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,755,NA,"Pyrethrum Extract",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,756,NA,"Pyrethrum Marc",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,757,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,758,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,759,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,760,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,761,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,762,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,763,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,764,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,765,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,766,NA,NA,NA
30,"cott","xoil","rest of crops","all individual other crops (eg? spices, tree nuts, other sugar crops, mate, rubber)",NA,767,NA,"Cotton Lint",NA
30,"cott","xoil","rest of crops","all individual other crops (eg? spices, tree nuts, other sugar crops, mate, rubber)",NA,768,NA,"Cotton, Carded or Combed",NA
30,"cott","xoil","rest of crops","all individual other crops (eg? spices, tree nuts, other sugar crops, mate, rubber)",NA,769,NA,"Cotton Waste",NA
30,"cott","xoil","rest of crops","all individual other crops (eg? spices, tree nuts, other sugar crops, mate, rubber)",NA,770,NA,"Cotton Linters",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,771,NA,"Flax, raw or retted",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,772,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,822,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,823,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,824,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,825,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,827,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,828,NA,"Cigarettes",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,829,NA,"Cigars and Cheroots",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,830,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,831,NA,"Tobacco Products nes",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,832,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,833,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,834,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,835,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,836,NA,"Natural rubber",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,837,NA,"Rubber, Natural (Dry)",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,838,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,839,NA,"Natural gums",NA
